complaint_id_1,complaint_id_2,text_1,text_2,category,similarity_score,is_known_dup
CMP2086,CMP2089,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit Card,1.0,False
CMP2086,CMP2095,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit Card,1.0,False
CMP2111,CMP2111,I visited the branch 4 times for a simple signature update but the work is still...,I visited the branch 4 times for a simple signature update but the work is still...,Customer Service,1.0,False
CMP2335,CMP2335,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile Banking App,1.0,False
CMP2335,CMP2323,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile Banking App,1.0,False
CMP2335,CMP2326,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile Banking App,1.0,False
CMP2064,CMP2064,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit Card,1.0,False
CMP2064,CMP2058,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit Card,1.0,False
CMP2006,CMP2006,I am writing to complain about the following issue. My debit card transaction wa...,I am writing to complain about the following issue. My debit card transaction wa...,ATM / Debit Card,1.0,False
CMP2006,CMP2009,I am writing to complain about the following issue. My debit card transaction wa...,I am writing to complain about the following issue. My debit card transaction wa...,ATM / Debit Card,1.0,False
CMP2121,CMP2121,I am writing to complain about the following issue. Email sent to customer suppo...,I am writing to complain about the following issue. Email sent to customer suppo...,Customer Service,1.0,False
CMP2121,CMP2115,I am writing to complain about the following issue. Email sent to customer suppo...,I am writing to complain about the following issue. Email sent to customer suppo...,Customer Service,1.0,False
CMP2198,CMP2198,Net banking is not working on my new laptop. It works on mobile but not on the c...,Net banking is not working on my new laptop. It works on mobile but not on the c...,Internet Banking,1.0,False
CMP2198,CMP2207,Net banking is not working on my new laptop. It works on mobile but not on the c...,Net banking is not working on my new laptop. It works on mobile but not on the c...,Internet Banking,1.0,False
CMP2198,CMP2201,Net banking is not working on my new laptop. It works on mobile but not on the c...,Net banking is not working on my new laptop. It works on mobile but not on the c...,Internet Banking,1.0,False
CMP2223,CMP2223,My net banking account was suspended without any intimation. I have not violated...,My net banking account was suspended without any intimation. I have not violated...,Internet Banking,1.0,False
CMP2169,CMP2169,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2169,CMP2172,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2169,CMP2181,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP9012,CMP9012,I have been calling the customer care number for the past 2 hours but the call k...,I have been calling the customer care number for the past 2 hours but the call k...,Customer Service,1.0,True
CMP9021,CMP9021,I received a credit card statement showing transactions that I did not make. Thi...,I received a credit card statement showing transactions that I did not make. Thi...,Credit Card,1.0,True
CMP2087,CMP2087,I am writing to complain about the following issue. Credit card upgrade to plati...,I am writing to complain about the following issue. Credit card upgrade to plati...,Credit Card,1.0,False
CMP2087,CMP2093,I am writing to complain about the following issue. Credit card upgrade to plati...,I am writing to complain about the following issue. Credit card upgrade to plati...,Credit Card,1.0,False
CMP2207,CMP2207,Net banking is not working on my new laptop. It works on mobile but not on the c...,Net banking is not working on my new laptop. It works on mobile but not on the c...,Internet Banking,1.0,False
CMP2207,CMP2201,Net banking is not working on my new laptop. It works on mobile but not on the c...,Net banking is not working on my new laptop. It works on mobile but not on the c...,Internet Banking,1.0,False
CMP2197,CMP2197,Net banking is not working on my new laptop. It works on mobile but not on the c...,Net banking is not working on my new laptop. It works on mobile but not on the c...,Internet Banking,1.0,False
CMP2197,CMP2209,Net banking is not working on my new laptop. It works on mobile but not on the c...,Net banking is not working on my new laptop. It works on mobile but not on the c...,Internet Banking,1.0,False
CMP2197,CMP2200,Net banking is not working on my new laptop. It works on mobile but not on the c...,Net banking is not working on my new laptop. It works on mobile but not on the c...,Internet Banking,1.0,False
CMP2018,CMP2018,I have not received my debit card after opening account 3 weeks ago. Please disp...,I have not received my debit card after opening account 3 weeks ago. Please disp...,ATM / Debit Card,1.0,False
CMP2018,CMP2015,I have not received my debit card after opening account 3 weeks ago. Please disp...,I have not received my debit card after opening account 3 weeks ago. Please disp...,ATM / Debit Card,1.0,False
CMP2018,CMP2021,I have not received my debit card after opening account 3 weeks ago. Please disp...,I have not received my debit card after opening account 3 weeks ago. Please disp...,ATM / Debit Card,1.0,False
CMP2038,CMP2038,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM / Debit Card,1.0,False
CMP2038,CMP2029,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM / Debit Card,1.0,False
CMP2337,CMP2337,Aadhaar seeding with bank account not completed even after submitting request at...,Aadhaar seeding with bank account not completed even after submitting request at...,Account Opening,1.0,False
CMP2337,CMP2343,Aadhaar seeding with bank account not completed even after submitting request at...,Aadhaar seeding with bank account not completed even after submitting request at...,Account Opening,1.0,False
CMP2308,CMP2308,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile Banking App,1.0,False
CMP2308,CMP2299,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile Banking App,1.0,False
CMP2308,CMP2296,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile Banking App,1.0,False
CMP2222,CMP2222,I am writing to complain about the following issue. My net banking account was s...,I am writing to complain about the following issue. My net banking account was s...,Internet Banking,1.0,False
CMP2222,CMP2216,I am writing to complain about the following issue. My net banking account was s...,I am writing to complain about the following issue. My net banking account was s...,Internet Banking,1.0,False
CMP2162,CMP2168,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2162,CMP2165,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2162,CMP2159,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2015,CMP2015,I have not received my debit card after opening account 3 weeks ago. Please disp...,I have not received my debit card after opening account 3 weeks ago. Please disp...,ATM / Debit Card,1.0,False
CMP2015,CMP2021,I have not received my debit card after opening account 3 weeks ago. Please disp...,I have not received my debit card after opening account 3 weeks ago. Please disp...,ATM / Debit Card,1.0,False
CMP2158,CMP2167,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2158,CMP2155,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2107,CMP2107,I am writing to complain about the following issue. I visited the branch 4 times...,I am writing to complain about the following issue. I visited the branch 4 times...,Customer Service,1.0,False
CMP2107,CMP2104,I am writing to complain about the following issue. I visited the branch 4 times...,I am writing to complain about the following issue. I visited the branch 4 times...,Customer Service,1.0,False
CMP2107,CMP2110,I am writing to complain about the following issue. I visited the branch 4 times...,I am writing to complain about the following issue. I visited the branch 4 times...,Customer Service,1.0,False
CMP9001,CMP9001,Mobile app session expires too quickly during transactions. By the time I enter ...,Mobile app session expires too quickly during transactions. By the time I enter ...,Mobile Banking App,1.0,True
CMP2115,CMP2115,I am writing to complain about the following issue. Email sent to customer suppo...,I am writing to complain about the following issue. Email sent to customer suppo...,Customer Service,1.0,False
CMP1098,CMP1098,Savings account opening at the branch took 3 hours due to staff being unprepared...,Savings account opening at the branch took 3 hours due to staff being unprepared...,Account Opening,1.0,False
CMP2058,CMP2058,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit Card,1.0,False
CMP2068,CMP2068,I am writing to complain about the following issue. Credit card minimum due amou...,I am writing to complain about the following issue. Credit card minimum due amou...,Credit Card,1.0,False
CMP2068,CMP2059,I am writing to complain about the following issue. Credit card minimum due amou...,I am writing to complain about the following issue. Credit card minimum due amou...,Credit Card,1.0,False
CMP2068,CMP2062,I am writing to complain about the following issue. Credit card minimum due amou...,I am writing to complain about the following issue. Credit card minimum due amou...,Credit Card,1.0,False
CMP2235,CMP2238,My mobile number update request is pending for 1 month. I cannot receive OTPs on...,My mobile number update request is pending for 1 month. I cannot receive OTPs on...,KYC / Documentation,1.0,False
CMP2235,CMP2235,My mobile number update request is pending for 1 month. I cannot receive OTPs on...,My mobile number update request is pending for 1 month. I cannot receive OTPs on...,KYC / Documentation,1.0,False
CMP2315,CMP2315,Cannot download my account statement from the mobile app. Option is greyed out....,Cannot download my account statement from the mobile app. Option is greyed out....,Mobile Banking App,1.0,False
CMP2322,CMP2322,Cannot download my account statement from the mobile app. Option is greyed out. ...,Cannot download my account statement from the mobile app. Option is greyed out. ...,Mobile Banking App,1.0,False
CMP2322,CMP2319,Cannot download my account statement from the mobile app. Option is greyed out. ...,Cannot download my account statement from the mobile app. Option is greyed out. ...,Mobile Banking App,1.0,False
CMP2328,CMP2328,I am writing to complain about the following issue. Mobile banking PIN gets rese...,I am writing to complain about the following issue. Mobile banking PIN gets rese...,Mobile Banking App,1.0,False
CMP2328,CMP2325,I am writing to complain about the following issue. Mobile banking PIN gets rese...,I am writing to complain about the following issue. Mobile banking PIN gets rese...,Mobile Banking App,1.0,False
CMP2171,CMP2171,I am writing to complain about the following issue. Net banking shows transfer s...,I am writing to complain about the following issue. Net banking shows transfer s...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2171,CMP2177,I am writing to complain about the following issue. Net banking shows transfer s...,I am writing to complain about the following issue. Net banking shows transfer s...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2171,CMP2174,I am writing to complain about the following issue. Net banking shows transfer s...,I am writing to complain about the following issue. Net banking shows transfer s...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2365,CMP2371,I cannot find the option to break my FD prematurely in the net banking portal....,I cannot find the option to break my FD prematurely in the net banking portal....,Fixed Deposit,1.0,False
CMP2304,CMP2301,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile Banking App,1.0,False
CMP2304,CMP2304,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile Banking App,1.0,False
CMP2179,CMP2179,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2179,CMP2170,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2179,CMP2173,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2097,CMP2094,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit Card,1.0,False
CMP2097,CMP2091,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit Card,1.0,False
CMP2097,CMP2085,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit Card,1.0,False
CMP2221,CMP2221,My net banking account was suspended without any intimation. I have not violated...,My net banking account was suspended without any intimation. I have not violated...,Internet Banking,1.0,False
CMP2252,CMP2252,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,KYC / Documentation,1.0,False
CMP2252,CMP2246,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and rep...,KYC / Documentation,1.0,False
CMP2088,CMP2094,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit Card,1.0,False
CMP2088,CMP2091,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit Card,1.0,False
CMP2088,CMP2085,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit Card,1.0,False
CMP2085,CMP2085,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit card upgrade to platinum was rejected without any reason. My income and r...,Credit Card,1.0,False
CMP2083,CMP2083,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2391,CMP2391,FD amount was not renewed on maturity date and instead credited to savings causi...,FD amount was not renewed on maturity date and instead credited to savings causi...,Fixed Deposit,1.0,False
CMP2391,CMP2385,FD amount was not renewed on maturity date and instead credited to savings causi...,FD amount was not renewed on maturity date and instead credited to savings causi...,Fixed Deposit,1.0,False
CMP2391,CMP2379,FD amount was not renewed on maturity date and instead credited to savings causi...,FD amount was not renewed on maturity date and instead credited to savings causi...,Fixed Deposit,1.0,False
CMP2262,CMP2262,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan Services,1.0,False
CMP2262,CMP2253,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan Services,1.0,False
CMP2262,CMP2259,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan Services,1.0,False
CMP2293,CMP2293,Prepayment of loan not being accepted online. Being forced to visit branch which...,Prepayment of loan not being accepted online. Being forced to visit branch which...,Loan Services,1.0,False
CMP2293,CMP2281,Prepayment of loan not being accepted online. Being forced to visit branch which...,Prepayment of loan not being accepted online. Being forced to visit branch which...,Loan Services,1.0,False
CMP2293,CMP2290,Prepayment of loan not being accepted online. Being forced to visit branch which...,Prepayment of loan not being accepted online. Being forced to visit branch which...,Loan Services,1.0,False
CMP2392,CMP2392,FD amount was not renewed on maturity date and instead credited to savings causi...,FD amount was not renewed on maturity date and instead credited to savings causi...,Fixed Deposit,1.0,False
CMP2392,CMP2389,FD amount was not renewed on maturity date and instead credited to savings causi...,FD amount was not renewed on maturity date and instead credited to savings causi...,Fixed Deposit,1.0,False
CMP2039,CMP2039,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM / Debit Card,1.0,False
CMP2039,CMP2030,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM dispensed less cash than the amount requested but full amount was debited fr...,ATM / Debit Card,1.0,False
CMP2258,CMP2258,I am writing to complain about the following issue. Loan repayment schedule shar...,I am writing to complain about the following issue. Loan repayment schedule shar...,Loan Services,1.0,False
CMP2365,CMP2365,I cannot find the option to break my FD prematurely in the net banking portal....,I cannot find the option to break my FD prematurely in the net banking portal....,Fixed Deposit,1.0,False
CMP2078,CMP2078,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2078,CMP2084,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2099,CMP2099,I visited the branch 4 times for a simple signature update but the work is still...,I visited the branch 4 times for a simple signature update but the work is still...,Customer Service,1.0,False
CMP2081,CMP2081,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2081,CMP2078,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2081,CMP2084,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2177,CMP2177,I am writing to complain about the following issue. Net banking shows transfer s...,I am writing to complain about the following issue. Net banking shows transfer s...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2177,CMP2174,I am writing to complain about the following issue. Net banking shows transfer s...,I am writing to complain about the following issue. Net banking shows transfer s...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2076,CMP2076,I am writing to complain about the following issue. My credit card was not deliv...,I am writing to complain about the following issue. My credit card was not deliv...,Credit Card,1.0,False
CMP2076,CMP2073,I am writing to complain about the following issue. My credit card was not deliv...,I am writing to complain about the following issue. My credit card was not deliv...,Credit Card,1.0,False
CMP2076,CMP2082,I am writing to complain about the following issue. My credit card was not deliv...,I am writing to complain about the following issue. My credit card was not deliv...,Credit Card,1.0,False
CMP1118,CMP1118,Interest payout for monthly interest FD not received for last 2 months. No expla...,Interest payout for monthly interest FD not received for last 2 months. No expla...,Fixed Deposit,1.0,False
CMP2010,CMP2007,My debit card transaction was declined at the petrol pump even though I have suf...,My debit card transaction was declined at the petrol pump even though I have suf...,ATM / Debit Card,1.0,False
CMP2010,CMP2010,My debit card transaction was declined at the petrol pump even though I have suf...,My debit card transaction was declined at the petrol pump even though I have suf...,ATM / Debit Card,1.0,False
CMP2010,CMP2001,My debit card transaction was declined at the petrol pump even though I have suf...,My debit card transaction was declined at the petrol pump even though I have suf...,ATM / Debit Card,1.0,False
CMP2323,CMP2326,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile Banking App,1.0,False
CMP2260,CMP2260,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan Services,1.0,False
CMP2260,CMP2254,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan Services,1.0,False
CMP2011,CMP2002,My debit card transaction was declined at the petrol pump even though I have suf...,My debit card transaction was declined at the petrol pump even though I have suf...,ATM / Debit Card,1.0,False
CMP2011,CMP2011,My debit card transaction was declined at the petrol pump even though I have suf...,My debit card transaction was declined at the petrol pump even though I have suf...,ATM / Debit Card,1.0,False
CMP2011,CMP2008,My debit card transaction was declined at the petrol pump even though I have suf...,My debit card transaction was declined at the petrol pump even though I have suf...,ATM / Debit Card,1.0,False
CMP2059,CMP2059,I am writing to complain about the following issue. Credit card minimum due amou...,I am writing to complain about the following issue. Credit card minimum due amou...,Credit Card,1.0,False
CMP2059,CMP2062,I am writing to complain about the following issue. Credit card minimum due amou...,I am writing to complain about the following issue. Credit card minimum due amou...,Credit Card,1.0,False
CMP2142,CMP2142,Transfer to my own account in another bank is taking more than 24 hours to refle...,Transfer to my own account in another bank is taking more than 24 hours to refle...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2142,CMP2151,Transfer to my own account in another bank is taking more than 24 hours to refle...,Transfer to my own account in another bank is taking more than 24 hours to refle...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2281,CMP2281,Prepayment of loan not being accepted online. Being forced to visit branch which...,Prepayment of loan not being accepted online. Being forced to visit branch which...,Loan Services,1.0,False
CMP2281,CMP2290,Prepayment of loan not being accepted online. Being forced to visit branch which...,Prepayment of loan not being accepted online. Being forced to visit branch which...,Loan Services,1.0,False
CMP2366,CMP2366,I cannot find the option to break my FD prematurely in the net banking portal. K...,I cannot find the option to break my FD prematurely in the net banking portal. K...,Fixed Deposit,1.0,False
CMP2366,CMP2378,I cannot find the option to break my FD prematurely in the net banking portal. K...,I cannot find the option to break my FD prematurely in the net banking portal. K...,Fixed Deposit,1.0,False
CMP2174,CMP2174,I am writing to complain about the following issue. Net banking shows transfer s...,I am writing to complain about the following issue. Net banking shows transfer s...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2174,CMP2180,I am writing to complain about the following issue. Net banking shows transfer s...,I am writing to complain about the following issue. Net banking shows transfer s...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2275,CMP2269,I am writing to complain about the following issue. My gold loan is due for rene...,I am writing to complain about the following issue. My gold loan is due for rene...,Loan Services,1.0,False
CMP2084,CMP2084,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2241,CMP2241,I am writing to complain about the following issue. Bank is not accepting digita...,I am writing to complain about the following issue. Bank is not accepting digita...,KYC / Documentation,1.0,False
CMP2352,CMP2352,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP2352,CMP2355,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP2352,CMP2358,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP1068,CMP1068,My account was marked dormant even though I had transactions in the last 6 month...,My account was marked dormant even though I had transactions in the last 6 month...,KYC / Documentation,1.0,False
CMP2126,CMP2123,Email sent to customer support 3 weeks ago has not received any response whatsoe...,Email sent to customer support 3 weeks ago has not received any response whatsoe...,Customer Service,1.0,False
CMP2126,CMP2126,Email sent to customer support 3 weeks ago has not received any response whatsoe...,Email sent to customer support 3 weeks ago has not received any response whatsoe...,Customer Service,1.0,False
CMP2172,CMP2172,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2172,CMP2181,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2172,CMP2175,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Net banking shows transfer successful but beneficiary bank says no credit receiv...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2370,CMP2367,I am writing to complain about the following issue. I cannot find the option to ...,I am writing to complain about the following issue. I cannot find the option to ...,Fixed Deposit,1.0,False
CMP2370,CMP2370,I am writing to complain about the following issue. I cannot find the option to ...,I am writing to complain about the following issue. I cannot find the option to ...,Fixed Deposit,1.0,False
CMP2323,CMP2323,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile Banking App,1.0,False
CMP2389,CMP2389,FD amount was not renewed on maturity date and instead credited to savings causi...,FD amount was not renewed on maturity date and instead credited to savings causi...,Fixed Deposit,1.0,False
CMP2371,CMP2371,I cannot find the option to break my FD prematurely in the net banking portal....,I cannot find the option to break my FD prematurely in the net banking portal....,Fixed Deposit,1.0,False
CMP2061,CMP2067,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit Card,1.0,False
CMP2061,CMP2064,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit Card,1.0,False
CMP2061,CMP2058,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit card minimum due amount is calculated incorrectly on my latest statement....,Credit Card,1.0,False
CMP2160,CMP2160,I am writing to complain about the following issue. I sent money to wrong accoun...,I am writing to complain about the following issue. I sent money to wrong accoun...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2160,CMP2163,I am writing to complain about the following issue. I sent money to wrong accoun...,I am writing to complain about the following issue. I sent money to wrong accoun...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2160,CMP2157,I am writing to complain about the following issue. I sent money to wrong accoun...,I am writing to complain about the following issue. I sent money to wrong accoun...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2298,CMP2301,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile Banking App,1.0,False
CMP2298,CMP2304,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile app does not support the latest Android version. I cannot use banking on ...,Mobile Banking App,1.0,False
CMP2168,CMP2168,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2168,CMP2165,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2168,CMP2159,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2275,CMP2275,I am writing to complain about the following issue. My gold loan is due for rene...,I am writing to complain about the following issue. My gold loan is due for rene...,Loan Services,1.0,False
CMP2275,CMP2278,I am writing to complain about the following issue. My gold loan is due for rene...,I am writing to complain about the following issue. My gold loan is due for rene...,Loan Services,1.0,False
CMP2199,CMP2202,I am writing to complain about the following issue. Net banking is not working o...,I am writing to complain about the following issue. Net banking is not working o...,Internet Banking,1.0,False
CMP2167,CMP2167,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2167,CMP2155,I sent money to wrong account number by mistake and need immediate help for reve...,I sent money to wrong account number by mistake and need immediate help for reve...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2072,CMP2081,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2072,CMP2078,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2072,CMP2084,My credit card was not delivered to my address even after 3 weeks of application...,My credit card was not delivered to my address even after 3 weeks of application...,Credit Card,1.0,False
CMP2253,CMP2253,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan Services,1.0,False
CMP2253,CMP2259,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan repayment schedule shared at disbursement does not match what is being dedu...,Loan Services,1.0,False
CMP2357,CMP2357,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP2357,CMP2363,Recurring deposit account not opening through net banking. Error at the final st...,Recurring deposit account not opening through net banking. Error at the final st...,Account Opening,1.0,False
CMP1047,CMP1047,Fund transfer confirmation email not received even after 24 hours. I am unable t...,Fund transfer confirmation email not received even after 24 hours. I am unable t...,Fund Transfer / NEFT / RTGS,1.0,False
CMP2330,CMP2330,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile Banking App,1.0,False
CMP2330,CMP2336,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile banking PIN gets reset automatically every few days forcing me to set it ...,Mobile Banking App,1.0,False
CMP2185,CMP2194,I am writing to complain about the following issue. I cannot view my account min...,I am writing to complain about the following issue. I cannot view my account min...,Internet Banking,1.0,False
CMP2129,CMP2138,I am writing to complain about the following issue. Toll free number does not co...,I am writing to complain about the following issue. Toll free number does not co...,Customer Service,1.0,False
