complaint_id,complaint_text,category,sentiment,severity,channel,branch,status,resolution_note,created_date,resolution_days,is_duplicate,duplicate_of,predicted_category,predicted_sentiment,predicted_severity,source
CMP1323,Branch manager at Hazratganj Lucknow is not releasing property documents after loan closure.,Loan Services,Urgent,Critical,Mobile App,Hazratganj Lucknow,Open,,2023-12-24,,False,,Loan Services,Urgent,Critical,Synthetic_UBI
CMP1324,Unable to complete video KYC for new Union Bank account.,Account Opening,Neutral,Critical,Email,Salt Lake Kolkata,In Progress,,2024-12-28,,False,,Account Opening,Neutral,Critical,Synthetic_UBI
CMP1325,The Vyom app keeps crashing when I try to login.,Mobile Banking App,Frustrated,Low,Social Media,MG Road Bangalore,Escalated,,2023-09-14,,False,,Mobile Banking App,Frustrated,Low,Synthetic_UBI
CMP1326,Need to update my signature but branch says system is down.,KYC / Documentation,Frustrated,High,Social Media,Navrangpura Ahmedabad,Escalated,,2024-03-29,,False,,KYC / Documentation,Frustrated,High,Synthetic_UBI
CMP1327,Submitted Aadhaar and PAN at Banjara Hills Hyderabad but KYC is still pending.,KYC / Documentation,Neutral,Low,Mobile App,Banjara Hills Hyderabad,Resolved,Your complaint has been forwarded to the technical team.,2024-02-24,14.0,False,,KYC / Documentation,Neutral,Low,Synthetic_UBI
CMP1328,Debit card got stuck in the Union Bank ATM at Shivajinagar Pune.,ATM / Debit Card,Frustrated,Critical,Social Media,Shivajinagar Pune,Escalated,,2023-06-29,,False,,ATM / Debit Card,Frustrated,Critical,Synthetic_UBI
CMP1329,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Neutral,High,Email,Nariman Point Mumbai,In Progress,,2024-04-25,,False,,Fixed Deposit,Neutral,High,Synthetic_UBI
CMP1330,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Disappointed,Medium,Social Media,Connaught Place Delhi,Escalated,,2024-03-22,,False,,ATM / Debit Card,Disappointed,Medium,Synthetic_UBI
CMP1331,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Frustrated,Low,Email,Hazratganj Lucknow,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-03-01,4.0,False,,Internet Banking,Frustrated,Low,Synthetic_UBI
CMP1332,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Angry,Critical,Branch Visit,T Nagar Chennai,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2024-12-13,14.0,False,,Fixed Deposit,Angry,Critical,Synthetic_UBI
CMP1333,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Angry,Critical,Branch Visit,Connaught Place Delhi,In Progress,,2024-08-11,,False,,Fund Transfer / NEFT / RTGS,Angry,Critical,Synthetic_UBI
CMP1334,Need to update my signature but branch says system is down.,KYC / Documentation,Neutral,Critical,Mobile App,T Nagar Chennai,Resolved,Your complaint has been forwarded to the technical team.,2024-09-29,11.0,False,,KYC / Documentation,Neutral,Critical,Synthetic_UBI
CMP1335,My account is frozen due to pending KYC despite submitting documents online.,KYC / Documentation,Disappointed,High,Mobile App,Malviya Nagar Jaipur,Escalated,,2024-05-04,,False,,KYC / Documentation,Disappointed,High,Synthetic_UBI
CMP1336,Name mismatch issue in CKYC is not being resolved by the branch.,KYC / Documentation,Disappointed,Low,Social Media,T Nagar Chennai,Resolved,Your complaint has been forwarded to the technical team.,2023-02-11,6.0,False,,KYC / Documentation,Disappointed,Low,Synthetic_UBI
CMP1337,Submitted Aadhaar and PAN at MG Road Bangalore but KYC is still pending.,KYC / Documentation,Angry,Medium,Web Portal,MG Road Bangalore,Resolved,Your request is in progress and will be completed within 48 hours.,2024-10-29,9.0,False,,KYC / Documentation,Angry,Medium,Synthetic_UBI
CMP1338,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Disappointed,Low,Social Media,Connaught Place Delhi,Open,,2023-04-07,,False,,Fixed Deposit,Disappointed,Low,Synthetic_UBI
CMP1339,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Urgent,Critical,Web Portal,Shivajinagar Pune,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-08-14,13.0,False,,Fund Transfer / NEFT / RTGS,Urgent,Critical,Synthetic_UBI
CMP1340,Unable to complete video KYC for new Union Bank account.,Account Opening,Urgent,Medium,Web Portal,Salt Lake Kolkata,In Progress,,2023-04-11,,False,,Account Opening,Urgent,Medium,Synthetic_UBI
CMP1341,My net banking password got locked and online reset is not working.,Internet Banking,Disappointed,High,Email,Connaught Place Delhi,Escalated,,2023-01-14,,False,,Internet Banking,Disappointed,High,Synthetic_UBI
CMP1342,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Urgent,Critical,Social Media,T Nagar Chennai,In Progress,,2023-08-15,,False,,ATM / Debit Card,Urgent,Critical,Synthetic_UBI
CMP1343,"Applied for Union Vehicle loan 2 weeks ago, no update from Shivajinagar Pune.",Loan Services,Urgent,Critical,Email,Shivajinagar Pune,Open,,2024-06-24,,False,,Loan Services,Urgent,Critical,Synthetic_UBI
CMP1344,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Disappointed,Low,Email,Salt Lake Kolkata,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2024-08-08,15.0,False,,Fixed Deposit,Disappointed,Low,Synthetic_UBI
CMP1345,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Frustrated,Medium,Email,Navrangpura Ahmedabad,Resolved,Your request is in progress and will be completed within 48 hours.,2024-02-03,2.0,False,,Internet Banking,Frustrated,Medium,Synthetic_UBI
CMP1346,Need to update my signature but branch says system is down.,KYC / Documentation,Frustrated,Low,Phone Call,Malviya Nagar Jaipur,Open,,2024-08-01,,False,,KYC / Documentation,Frustrated,Low,Synthetic_UBI
CMP1347,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Angry,High,Mobile App,Hazratganj Lucknow,Escalated,,2023-11-15,,False,,KYC / Documentation,Angry,High,Synthetic_UBI
CMP1348,The Vyom app keeps crashing when I try to login.,Mobile Banking App,Disappointed,Low,Phone Call,Nariman Point Mumbai,Escalated,,2023-05-29,,False,,Mobile Banking App,Disappointed,Low,Synthetic_UBI
CMP1349,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Frustrated,Medium,Email,Hazratganj Lucknow,In Progress,,2024-05-18,,False,,ATM / Debit Card,Frustrated,Medium,Synthetic_UBI
CMP1350,Initial funding failed but money was deducted during account opening.,Account Opening,Disappointed,High,Email,Connaught Place Delhi,Escalated,,2024-05-30,,False,,Account Opening,Disappointed,High,Synthetic_UBI
CMP1351,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Angry,Low,Web Portal,Connaught Place Delhi,In Progress,,2024-04-20,,False,,Fixed Deposit,Angry,Low,Synthetic_UBI
CMP1352,Waited for 2 hours at Nariman Point Mumbai just to submit a KYC form.,Customer Service,Neutral,Low,Email,Nariman Point Mumbai,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2024-09-20,6.0,False,,Customer Service,Neutral,Low,Synthetic_UBI
CMP1353,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Disappointed,Medium,Branch Visit,Shivajinagar Pune,In Progress,,2024-06-25,,False,,Fund Transfer / NEFT / RTGS,Disappointed,Medium,Synthetic_UBI
CMP1354,Cannot reset my MPIN on the Union Bank Vyom app.,Mobile Banking App,Angry,Medium,Web Portal,Shivajinagar Pune,In Progress,,2023-03-24,,False,,Mobile Banking App,Angry,Medium,Synthetic_UBI
CMP1355,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Urgent,High,Social Media,Banjara Hills Hyderabad,In Progress,,2024-06-12,,False,,Fund Transfer / NEFT / RTGS,Urgent,High,Synthetic_UBI
CMP1356,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Frustrated,Medium,Social Media,Banjara Hills Hyderabad,Escalated,,2023-05-04,,True,CMP1200,Loan Services,Frustrated,Medium,Synthetic_UBI
CMP1357,Branch manager at Hazratganj Lucknow is not releasing property documents after loan closure.,Loan Services,Frustrated,Low,Email,Hazratganj Lucknow,Open,,2024-09-15,,False,,Loan Services,Frustrated,Low,Synthetic_UBI
CMP1358,NEFT transfer to SBI is pending for over 24 hours.,Fund Transfer / NEFT / RTGS,Neutral,Low,Web Portal,T Nagar Chennai,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2023-03-29,15.0,False,,Fund Transfer / NEFT / RTGS,Neutral,Low,Synthetic_UBI
CMP1359,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Disappointed,High,Mobile App,Salt Lake Kolkata,Resolved,Please visit your base branch with original KYC documents.,2023-05-25,14.0,False,,Fund Transfer / NEFT / RTGS,Disappointed,High,Synthetic_UBI
CMP1360,Waited for 2 hours at Shivajinagar Pune just to submit a KYC form.,Customer Service,Urgent,High,Phone Call,Shivajinagar Pune,Open,,2024-10-02,,False,,Customer Service,Urgent,High,Synthetic_UBI
CMP1361,Not able to add beneficiary in retail internet banking.,Internet Banking,Urgent,Medium,Branch Visit,Shivajinagar Pune,Escalated,,2024-03-28,,False,,Internet Banking,Urgent,Medium,Synthetic_UBI
CMP1362,Credit card limit was reduced without any prior notice.,Credit Card,Urgent,Medium,Phone Call,Banjara Hills Hyderabad,In Progress,,2024-10-29,,False,,Credit Card,Urgent,Medium,Synthetic_UBI
CMP1363,Union Bank tax saver FD receipt is not downloading.,Fixed Deposit,Angry,Critical,Email,Nariman Point Mumbai,Open,,2024-05-20,,False,,Fixed Deposit,Angry,Critical,Synthetic_UBI
CMP1364,Name mismatch issue in CKYC is not being resolved by the branch.,KYC / Documentation,Angry,Medium,Social Media,MG Road Bangalore,In Progress,,2024-01-07,,False,,KYC / Documentation,Angry,Medium,Synthetic_UBI
CMP1365,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Frustrated,High,Mobile App,Nariman Point Mumbai,Open,,2023-06-21,,False,,Internet Banking,Frustrated,High,Synthetic_UBI
CMP1366,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Urgent,Low,Social Media,Shivajinagar Pune,Escalated,,2023-01-23,,False,,Fund Transfer / NEFT / RTGS,Urgent,Low,Synthetic_UBI
CMP1367,Session expires too fast on Union Bank internet banking.,Internet Banking,Angry,Critical,Social Media,Shivajinagar Pune,Resolved,Please visit your base branch with original KYC documents.,2024-09-20,15.0,False,,Internet Banking,Angry,Critical,Synthetic_UBI
CMP1368,Session expires too fast on Union Bank internet banking.,Internet Banking,Angry,Critical,Phone Call,Navrangpura Ahmedabad,In Progress,,2023-02-12,,False,,Internet Banking,Angry,Critical,Synthetic_UBI
CMP1369,Salary account opened at T Nagar Chennai but welcome kit not received.,Account Opening,Frustrated,High,Phone Call,T Nagar Chennai,In Progress,,2024-01-21,,False,,Account Opening,Frustrated,High,Synthetic_UBI
CMP1370,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Frustrated,Critical,Social Media,Shivajinagar Pune,Open,,2024-09-26,,False,,Fixed Deposit,Frustrated,Critical,Synthetic_UBI
CMP1371,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Frustrated,Critical,Social Media,T Nagar Chennai,Escalated,,2023-02-24,,True,CMP1241,Account Opening,Frustrated,Critical,Synthetic_UBI
CMP1372,Need to update my signature but branch says system is down.,KYC / Documentation,Frustrated,High,Social Media,T Nagar Chennai,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2024-02-16,6.0,False,,KYC / Documentation,Frustrated,High,Synthetic_UBI
CMP1373,Debit card got stuck in the Union Bank ATM at Connaught Place Delhi.,ATM / Debit Card,Neutral,Low,Mobile App,Connaught Place Delhi,Escalated,,2024-03-30,,False,,ATM / Debit Card,Neutral,Low,Synthetic_UBI
CMP1374,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Neutral,Critical,Phone Call,Salt Lake Kolkata,In Progress,,2023-09-19,,False,,ATM / Debit Card,Neutral,Critical,Synthetic_UBI
CMP1375,Waited for 2 hours at Shivajinagar Pune just to submit a KYC form.,Customer Service,Angry,Critical,Branch Visit,Shivajinagar Pune,Open,,2023-11-23,,False,,Customer Service,Angry,Critical,Synthetic_UBI
CMP1376,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Frustrated,Low,Phone Call,Shivajinagar Pune,Open,,2024-09-23,,False,,Fund Transfer / NEFT / RTGS,Frustrated,Low,Synthetic_UBI
CMP1377,Want to upgrade my credit card to Union Premier but no response.,Credit Card,Disappointed,Critical,Web Portal,Salt Lake Kolkata,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2024-09-20,5.0,False,,Credit Card,Disappointed,Critical,Synthetic_UBI
CMP1378,Charged an annual fee for my Union Bank lifetime free credit card.,Credit Card,Disappointed,High,Mobile App,Connaught Place Delhi,Resolved,Please visit your base branch with original KYC documents.,2024-09-21,10.0,False,,Credit Card,Disappointed,High,Synthetic_UBI
CMP1379,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Disappointed,High,Phone Call,Shivajinagar Pune,Open,,2024-10-13,,False,,Fund Transfer / NEFT / RTGS,Disappointed,High,Synthetic_UBI
CMP1380,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Angry,Low,Web Portal,Navrangpura Ahmedabad,In Progress,,2024-07-31,,False,,Fund Transfer / NEFT / RTGS,Angry,Low,Synthetic_UBI
CMP1381,Initial funding failed but money was deducted during account opening.,Account Opening,Neutral,High,Web Portal,Nariman Point Mumbai,In Progress,,2023-12-12,,True,CMP1065,Account Opening,Neutral,High,Synthetic_UBI
CMP1382,Submitted Aadhaar and PAN at Connaught Place Delhi but KYC is still pending.,KYC / Documentation,Neutral,Low,Social Media,Connaught Place Delhi,In Progress,,2023-06-07,,False,,KYC / Documentation,Neutral,Low,Synthetic_UBI
CMP1383,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Neutral,High,Branch Visit,Nariman Point Mumbai,Open,,2024-03-20,,False,,Internet Banking,Neutral,High,Synthetic_UBI
CMP1384,Salary account opened at Navrangpura Ahmedabad but welcome kit not received.,Account Opening,Frustrated,High,Phone Call,Navrangpura Ahmedabad,Escalated,,2024-11-14,,False,,Account Opening,Frustrated,High,Synthetic_UBI
CMP1385,Need to update my signature but branch says system is down.,KYC / Documentation,Frustrated,High,Web Portal,Banjara Hills Hyderabad,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-01-03,6.0,False,,KYC / Documentation,Frustrated,High,Synthetic_UBI
CMP1386,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Angry,Low,Email,T Nagar Chennai,In Progress,,2023-11-29,,False,,Fixed Deposit,Angry,Low,Synthetic_UBI
CMP1387,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Urgent,Medium,Phone Call,Shivajinagar Pune,In Progress,,2024-09-22,,False,,Account Opening,Urgent,Medium,Synthetic_UBI
CMP1388,Union Bank tax saver FD receipt is not downloading.,Fixed Deposit,Urgent,Medium,Branch Visit,MG Road Bangalore,Open,,2023-01-25,,False,,Fixed Deposit,Urgent,Medium,Synthetic_UBI
CMP1389,Union Bank tax saver FD receipt is not downloading.,Fixed Deposit,Disappointed,Critical,Email,Banjara Hills Hyderabad,Resolved,Your request is in progress and will be completed within 48 hours.,2023-08-26,6.0,False,,Fixed Deposit,Disappointed,Critical,Synthetic_UBI
CMP1390,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Neutral,High,Branch Visit,Hazratganj Lucknow,Escalated,,2023-06-10,,False,,Internet Banking,Neutral,High,Synthetic_UBI
CMP1391,Need to update my signature but branch says system is down.,KYC / Documentation,Urgent,Low,Mobile App,Shivajinagar Pune,Escalated,,2023-07-01,,False,,KYC / Documentation,Urgent,Low,Synthetic_UBI
CMP1392,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Disappointed,High,Social Media,Shivajinagar Pune,Escalated,,2024-12-24,,False,,KYC / Documentation,Disappointed,High,Synthetic_UBI
CMP1393,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Urgent,Critical,Branch Visit,Malviya Nagar Jaipur,Escalated,,2023-10-15,,False,,Account Opening,Urgent,Critical,Synthetic_UBI
CMP1394,My net banking password got locked and online reset is not working.,Internet Banking,Angry,Medium,Email,Shivajinagar Pune,Resolved,Please visit your base branch with original KYC documents.,2024-07-15,9.0,False,,Internet Banking,Angry,Medium,Synthetic_UBI
CMP1395,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Disappointed,Low,Branch Visit,T Nagar Chennai,Escalated,,2023-11-10,,False,,Mobile Banking App,Disappointed,Low,Synthetic_UBI
CMP1396,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Neutral,Medium,Email,Malviya Nagar Jaipur,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-01-29,12.0,False,,Customer Service,Neutral,Medium,Synthetic_UBI
CMP1397,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Disappointed,Low,Email,T Nagar Chennai,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2023-07-26,12.0,False,,Fixed Deposit,Disappointed,Low,Synthetic_UBI
CMP1398,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Urgent,Low,Web Portal,Shivajinagar Pune,In Progress,,2024-12-23,,False,,Fund Transfer / NEFT / RTGS,Urgent,Low,Synthetic_UBI
CMP1399,Union Bank tax saver FD receipt is not downloading.,Fixed Deposit,Neutral,High,Social Media,MG Road Bangalore,Escalated,,2024-10-18,,False,,Fixed Deposit,Neutral,High,Synthetic_UBI
CMP1400,Submitted Aadhaar and PAN at Nariman Point Mumbai but KYC is still pending.,KYC / Documentation,Urgent,Low,Email,Nariman Point Mumbai,Resolved,Your complaint has been forwarded to the technical team.,2023-12-10,4.0,False,,KYC / Documentation,Urgent,Low,Synthetic_UBI
CMP1401,Charged an annual fee for my Union Bank lifetime free credit card.,Credit Card,Frustrated,Critical,Phone Call,Nariman Point Mumbai,In Progress,,2024-02-26,,False,,Credit Card,Frustrated,Critical,Synthetic_UBI
CMP1402,Session expires too fast on Union Bank internet banking.,Internet Banking,Frustrated,High,Phone Call,Navrangpura Ahmedabad,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-05-03,14.0,False,,Internet Banking,Frustrated,High,Synthetic_UBI
CMP1403,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Angry,Critical,Mobile App,Shivajinagar Pune,In Progress,,2024-05-14,,False,,ATM / Debit Card,Angry,Critical,Synthetic_UBI
CMP1404,Premature withdrawal of FD through net banking is throwing an error.,Fixed Deposit,Urgent,Medium,Branch Visit,Malviya Nagar Jaipur,In Progress,,2023-04-08,,False,,Fixed Deposit,Urgent,Medium,Synthetic_UBI
CMP1405,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Angry,Medium,Branch Visit,MG Road Bangalore,Escalated,,2024-12-15,,False,,Customer Service,Angry,Medium,Synthetic_UBI
CMP1406,Grievance redressal officer is not responding to my escalated complaint.,Customer Service,Urgent,High,Branch Visit,Nariman Point Mumbai,In Progress,,2024-07-10,,False,,Customer Service,Urgent,High,Synthetic_UBI
CMP1407,Submitted Aadhaar and PAN at MG Road Bangalore but KYC is still pending.,KYC / Documentation,Frustrated,High,Web Portal,MG Road Bangalore,Open,,2023-07-08,,False,,KYC / Documentation,Frustrated,High,Synthetic_UBI
CMP1408,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Angry,Low,Phone Call,Shivajinagar Pune,Escalated,,2024-10-23,,False,,Fixed Deposit,Angry,Low,Synthetic_UBI
CMP1409,"Applied for Union Vehicle loan 2 weeks ago, no update from Hazratganj Lucknow.",Loan Services,Urgent,Critical,Email,Hazratganj Lucknow,In Progress,,2024-07-02,,False,,Loan Services,Urgent,Critical,Synthetic_UBI
CMP1410,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Disappointed,Medium,Branch Visit,Nariman Point Mumbai,Escalated,,2023-08-19,,False,,Internet Banking,Disappointed,Medium,Synthetic_UBI
CMP1411,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Neutral,Critical,Social Media,T Nagar Chennai,Open,,2023-02-06,,False,,Fixed Deposit,Neutral,Critical,Synthetic_UBI
CMP1412,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Disappointed,Critical,Web Portal,Connaught Place Delhi,Resolved,Your complaint has been forwarded to the technical team.,2023-11-09,15.0,False,,Fixed Deposit,Disappointed,Critical,Synthetic_UBI
CMP1413,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Neutral,Low,Web Portal,MG Road Bangalore,Escalated,,2023-12-31,,False,,ATM / Debit Card,Neutral,Low,Synthetic_UBI
CMP1414,Beneficiary received money but my account shows 'transaction failed'.,Fund Transfer / NEFT / RTGS,Disappointed,Medium,Web Portal,Connaught Place Delhi,In Progress,,2023-12-26,,False,,Fund Transfer / NEFT / RTGS,Disappointed,Medium,Synthetic_UBI
CMP1415,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Neutral,Medium,Web Portal,T Nagar Chennai,Resolved,Please visit your base branch with original KYC documents.,2024-04-19,13.0,False,,Fund Transfer / NEFT / RTGS,Neutral,Medium,Synthetic_UBI
CMP1416,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Neutral,High,Mobile App,Nariman Point Mumbai,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-01-02,10.0,False,,Fund Transfer / NEFT / RTGS,Neutral,High,Synthetic_UBI
CMP1417,Debit card got stuck in the Union Bank ATM at Salt Lake Kolkata.,ATM / Debit Card,Disappointed,Low,Social Media,Salt Lake Kolkata,In Progress,,2023-01-12,,False,,ATM / Debit Card,Disappointed,Low,Synthetic_UBI
CMP1418,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Disappointed,Low,Email,Banjara Hills Hyderabad,Resolved,Your request is in progress and will be completed within 48 hours.,2024-06-18,12.0,False,,ATM / Debit Card,Disappointed,Low,Synthetic_UBI
CMP1419,The Vyom app keeps crashing when I try to login.,Mobile Banking App,Disappointed,Low,Social Media,Banjara Hills Hyderabad,Open,,2023-05-18,,False,,Mobile Banking App,Disappointed,Low,Synthetic_UBI
CMP1420,Not able to add beneficiary in retail internet banking.,Internet Banking,Disappointed,High,Phone Call,Navrangpura Ahmedabad,In Progress,,2023-08-18,,False,,Internet Banking,Disappointed,High,Synthetic_UBI
CMP1421,Need to update my signature but branch says system is down.,KYC / Documentation,Frustrated,High,Web Portal,Nariman Point Mumbai,Open,,2024-01-19,,False,,KYC / Documentation,Frustrated,High,Synthetic_UBI
CMP1422,Salary account opened at Hazratganj Lucknow but welcome kit not received.,Account Opening,Frustrated,Low,Branch Visit,Hazratganj Lucknow,Open,,2023-04-21,,False,,Account Opening,Frustrated,Low,Synthetic_UBI
CMP1423,Debit card got stuck in the Union Bank ATM at Salt Lake Kolkata.,ATM / Debit Card,Disappointed,High,Web Portal,Salt Lake Kolkata,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2023-01-18,9.0,False,,ATM / Debit Card,Disappointed,High,Synthetic_UBI
CMP1424,Vyom app shows 'server error' during NEFT transfer.,Mobile Banking App,Urgent,Low,Phone Call,Salt Lake Kolkata,Escalated,,2023-12-17,,False,,Mobile Banking App,Urgent,Low,Synthetic_UBI
CMP1425,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Urgent,Medium,Social Media,Malviya Nagar Jaipur,Open,,2024-06-13,,False,,ATM / Debit Card,Urgent,Medium,Synthetic_UBI
CMP1426,My account is frozen due to pending KYC despite submitting documents online.,KYC / Documentation,Urgent,Medium,Phone Call,Nariman Point Mumbai,Escalated,,2023-07-14,,False,,KYC / Documentation,Urgent,Medium,Synthetic_UBI
CMP1427,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Urgent,Low,Branch Visit,Shivajinagar Pune,Open,,2023-07-24,,False,,Loan Services,Urgent,Low,Synthetic_UBI
CMP1428,Name mismatch issue in CKYC is not being resolved by the branch.,KYC / Documentation,Disappointed,Medium,Mobile App,Connaught Place Delhi,In Progress,,2023-05-17,,False,,KYC / Documentation,Disappointed,Medium,Synthetic_UBI
CMP1429,My account is frozen due to pending KYC despite submitting documents online.,KYC / Documentation,Frustrated,Critical,Email,MG Road Bangalore,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2023-12-01,14.0,False,,KYC / Documentation,Frustrated,Critical,Synthetic_UBI
CMP1430,Charged an annual fee for my Union Bank lifetime free credit card.,Credit Card,Neutral,Medium,Social Media,Hazratganj Lucknow,Escalated,,2024-01-26,,False,,Credit Card,Neutral,Medium,Synthetic_UBI
CMP1431,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Angry,High,Branch Visit,Hazratganj Lucknow,Resolved,We apologize for the inconvenience. The issue has been resolved.,2023-04-02,15.0,False,,Fund Transfer / NEFT / RTGS,Angry,High,Synthetic_UBI
CMP1432,Name mismatch issue in CKYC is not being resolved by the branch.,KYC / Documentation,Neutral,Critical,Social Media,Navrangpura Ahmedabad,Escalated,,2023-01-11,,False,,KYC / Documentation,Neutral,Critical,Synthetic_UBI
CMP1433,Unable to complete video KYC for new Union Bank account.,Account Opening,Neutral,Medium,Web Portal,Connaught Place Delhi,Open,,2023-08-13,,False,,Account Opening,Neutral,Medium,Synthetic_UBI
CMP1434,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Disappointed,Medium,Social Media,Nariman Point Mumbai,In Progress,,2024-06-29,,False,,Fixed Deposit,Disappointed,Medium,Synthetic_UBI
CMP1435,Union Miles credit card reward points are not credited properly.,Credit Card,Urgent,Critical,Phone Call,Connaught Place Delhi,In Progress,,2024-03-16,,False,,Credit Card,Urgent,Critical,Synthetic_UBI
CMP1436,Toll free customer care number is always busy.,Customer Service,Urgent,Low,Web Portal,T Nagar Chennai,Escalated,,2024-10-20,,False,,Customer Service,Urgent,Low,Synthetic_UBI
CMP1437,"Applied for Union Vehicle loan 2 weeks ago, no update from T Nagar Chennai.",Loan Services,Frustrated,Low,Social Media,T Nagar Chennai,In Progress,,2024-10-01,,False,,Loan Services,Frustrated,Low,Synthetic_UBI
CMP1438,Vyom app e-KYC video call disconnected and now I can't retry.,KYC / Documentation,Neutral,Critical,Social Media,T Nagar Chennai,In Progress,,2023-04-01,,False,,KYC / Documentation,Neutral,Critical,Synthetic_UBI
CMP1439,"U-Mobile app is very slow, transferring funds via UPI fails.",Mobile Banking App,Frustrated,Low,Branch Visit,Malviya Nagar Jaipur,Resolved,We apologize for the inconvenience. The issue has been resolved.,2024-09-07,13.0,False,,Mobile Banking App,Frustrated,Low,Synthetic_UBI
CMP1440,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Disappointed,Medium,Branch Visit,Connaught Place Delhi,Escalated,,2024-08-30,,False,,Fixed Deposit,Disappointed,Medium,Synthetic_UBI
CMP1441,Want to upgrade my credit card to Union Premier but no response.,Credit Card,Angry,Critical,Web Portal,MG Road Bangalore,Escalated,,2023-08-17,,False,,Credit Card,Angry,Critical,Synthetic_UBI
CMP1442,Union Bank net banking portal is down for the last 3 days.,Internet Banking,Urgent,Medium,Social Media,Hazratganj Lucknow,In Progress,,2024-05-02,,False,,Internet Banking,Urgent,Medium,Synthetic_UBI
CMP1443,Union Home loan EMI deducted twice this month.,Loan Services,Disappointed,High,Social Media,Malviya Nagar Jaipur,Resolved,Your request is in progress and will be completed within 48 hours.,2023-08-05,1.0,False,,Loan Services,Disappointed,High,Synthetic_UBI
